genre,store_name,business_hours,address,url,Cleaned_Address,Longitude,Latitude,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
ガソリンスタンド,村山SS / (株)指田商事,['06:00~21:00'],東京都武蔵村山市学園5-32-3,N/A,東京都武蔵村山市学園5-32-3,139.396957,35.742802,['06:00~21:00'],['06:00~21:00'],['06:00~21:00'],['06:00~21:00'],['06:00~21:00'],['06:00~21:00'],['06:00~21:00']
ガソリンスタンド,葛西中央通りSS / 共栄石油(株),['07:00~23:00'],東京都江戸川区中葛西6-1-4,N/A,東京都江戸川区中葛西6-1-4,139.864151,35.65926,['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00']
ガソリンスタンド,聖蹟桜ヶ丘SS / (同)タモツエナジー,['0:00~23:59'],東京都日野市百草290-1,N/A,東京都日野市百草290-1,139.425232,35.650002,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,多摩ニュータウンSS / (株)山藤石油店,"[['0:00~3:00','4:00~23:59']",東京都八王子市松木33-14,N/A,東京都八王子市松木33-14,139.394135,35.624878,[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59']
ガソリンスタンド,国立SS / (株)田辺石油商会,['07:00~21:00'],東京都国立市富士見台2-44-4,N/A,東京都国立市富士見台2-44-4,139.441284,35.686836,['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00']
ガソリンスタンド,グリーンプラザ久留米SS / 武蔵石油(株),['0:00~23:59'],東京都東久留米市前沢4-5-3,N/A,東京都東久留米市前沢4-5-3,139.513199,35.743649,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,上野毛SS / 日米石油(株),['0:00~23:59'],東京都世田谷区上野毛2-6-20,N/A,東京都世田谷区上野毛2-6-20,139.638962,35.610073,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,広尾SS / 日新石油(株),['07:30~20:00'],東京都渋谷区広尾5-1-34,N/A,東京都渋谷区広尾5-1-34,139.71875,35.649071,['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00']
ガソリンスタンド,赤羽環八SS / (株)三田商店,['08:00~20:00'],東京都北区赤羽北1-25-6,N/A,東京都北区赤羽北1-25-6,139.715561,35.786633,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,武蔵村山市役所前SS / (株)波多野石油,['06:30~20:00'],東京都武蔵村山市中央3-2-2,N/A,東京都武蔵村山市中央3-2-2,139.388489,35.755177,['06:30~20:00'],['06:30~20:00'],['06:30~20:00'],['06:30~20:00'],['06:30~20:00'],['06:30~20:00'],['06:30~20:00']
ガソリンスタンド,府中SS / (株)荒木,['07:30~20:00'],東京都府中市緑町3-7-1,N/A,東京都府中市緑町3-7-1,139.493347,35.670277,['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00']
ガソリンスタンド,Dr.Drive 高輪店 / (株)ENEOSフロンティア,['08:00~20:00'],東京都港区高輪2-18-10,N/A,東京都港区高輪2-18-10,139.74028,35.640011,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,八王子美山SS / 菱美産業(株),['07:00~20:30'],東京都八王子市美山町1855,N/A,東京都八王子市美山町1855,139.250122,35.689602,['07:00~20:30'],['07:00~20:30'],['07:00~20:30'],['07:00~20:30'],['07:00~20:30'],['07:00~20:30'],['07:00~20:30']
ガソリンスタンド,コミュニティーストア行船SS / 行船石油(株),['0:00~23:59'],東京都江戸川区北葛西2-10-25,N/A,東京都江戸川区北葛西2-10-25,139.856949,35.671406,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ17号板橋本町SS / (株)東日本宇佐美,['0:00~23:59'],東京都板橋区本町40-6,N/A,東京都板橋区本町40-6,139.70697,35.758312,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,江古田SS / 渋谷石油(株),['07:00~22:00'],東京都中野区野方4-41-22,N/A,東京都中野区野方4-41-22,139.655945,35.722691,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,パークタウン光が丘SS / 間嶋運送(有),['06:30~20:00'],東京都練馬区高松5-10-3,N/A,東京都練馬区高松5-10-3,139.621658,35.756554,['06:30~20:00'],['06:30~20:00'],['06:30~20:00'],['06:30~20:00'],['06:30~20:00'],['06:30~20:00'],['06:30~20:00']
ガソリンスタンド,駒沢SS / 東洋油脂(株),['08:00~20:00'],東京都世田谷区深沢6-3-1,N/A,東京都世田谷区深沢6-3-1,139.654678,35.623165,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,シンエネ昭島SS / シンエネ商事(株),['06:00~23:59'],東京都昭島市拝島町1-17-26,N/A,東京都昭島市拝島町1-17-26,139.345657,35.707794,['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59']
ガソリンスタンド,セルフ碑文谷SS / 昭和礦油(株),['07:00~22:00'],東京都目黒区碑文谷5-14-18,N/A,東京都目黒区碑文谷5-14-18,139.682327,35.621845,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,セルフ高島屋前SS / ヤマヒロ(株),['0:00~23:59'],東京都渋谷区千駄ケ谷5-28-6,N/A,東京都渋谷区千駄ケ谷5-28-6,139.703903,35.684647,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ柴又SS / (株)ナガイ,['07:00~22:00'],東京都葛飾区柴又2-21-13,N/A,東京都葛飾区柴又2-21-13,139.869751,35.759785,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,セルフ光が丘SS / 関東礦油(株),['07:00~23:00'],東京都練馬区田柄3-13-7,N/A,東京都練馬区田柄3-13-7,139.636307,35.757996,['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00']
ガソリンスタンド,セルフ福生ナンバーワンSS / ヤマヒロ(株),['0:00~23:59'],東京都福生市加美平2-19-1,N/A,東京都福生市加美平2-19-1,139.322739,35.751755,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,町田山崎SS / 関東礦油(株),['07:00~23:00'],東京都町田市木曽東4-32-39,N/A,東京都町田市木曽東4-32-39,139.427444,35.567886,['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00']
ガソリンスタンド,セルフ船堀SS / 関東礦油(株),['0:00~23:59'],東京都江戸川区船堀5-6-5,N/A,東京都江戸川区船堀5-6-5,139.869766,35.684452,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ一之江SS / ヤマヒロ(株),['0:00~23:59'],東京都江戸川区西一之江2-13-10,N/A,東京都江戸川区西一之江2-13-10,139.880341,35.702496,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,井草メイティSS / 出光リテール販売(株),['0:00~23:59'],東京都杉並区井草1-33-7,N/A,東京都杉並区井草1-33-7,139.622131,35.727535,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,せるふ武蔵野SS / ヤマヒロ(株),['0:00~23:59'],東京都武蔵野市八幡町1-6-14,N/A,東京都武蔵野市八幡町1-6-14,139.554901,35.716682,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ上板橋SS / イタバシ(株),['0:00~23:59'],東京都板橋区桜川3-25-12,N/A,東京都板橋区桜川3-25-12,139.672073,35.761742,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ調布インターSS / 関東礦油(株),['0:00~23:59'],東京都調布市下石原1-9-1,N/A,東京都調布市下石原1-9-1,139.537369,35.65741,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ天王洲SS / 東和興産(株),['07:00~21:00'],東京都品川区東品川1-18-5,N/A,東京都品川区東品川1-18-5,139.745682,35.621452,['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00']
ガソリンスタンド,セルフ東坂下SS / 平岩石油販売(株),['07:00~22:00'],東京都板橋区東坂下1-4-1,N/A,東京都板橋区東坂下1-4-1,139.695374,35.780895,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,足立入谷SS / (株)東日本宇佐美,['0:00~23:59'],東京都足立区入谷4-20-5,N/A,東京都足立区入谷4-20-5,139.759628,35.80542,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,平井大橋SS / 深野石油販売(株),['07:00~20:00'],東京都江戸川区平井6-41-12,N/A,東京都江戸川区平井6-41-12,139.843842,35.710114,['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00']
ガソリンスタンド,セルフ石川SS / 出光リテール販売(株),['0:00~23:59'],東京都八王子市石川町507-1,N/A,東京都八王子市石川町507-1,139.366241,35.680756,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフコンコース陣馬SS / (株)ムラタ,['06:00~23:59'],東京都八王子市大楽寺町195-1,N/A,東京都八王子市大楽寺町195-1,139.285202,35.677509,['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59']
ガソリンスタンド,立川北SS / 出光リテール販売(株),['08:00~20:00'],東京都立川市曙町2-35-2,N/A,東京都立川市曙町2-35-2,139.414612,35.70277,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,ひばりヶ丘SS / (株)一光,['07:00~20:00'],東京都東久留米市学園町2-1-27,N/A,東京都東久留米市学園町2-1-27,139.533371,35.749092,['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00']
ガソリンスタンド,セルフ羽田SS / (株)鈴美商事,['0:00~23:59'],東京都大田区羽田旭町3-1,N/A,東京都大田区羽田旭町3-1,139.746628,35.551792,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ大森R15SS / 東和興産(株),['01:00~23:59'],東京都大田区大森中1-17-22,N/A,東京都大田区大森中1-17-22,139.731186,35.569729,['01:00~23:59'],['01:00~23:59'],['01:00~23:59'],['01:00~23:59'],['01:00~23:59'],['01:00~23:59'],['01:00~23:59']
ガソリンスタンド,セルフ多摩川SS / (株)鈴美商事,['0:00~23:59'],東京都大田区矢口3-8-12,N/A,東京都大田区矢口3-8-12,139.696991,35.560349,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,池尻SS / 明光石油(株),['08:00~20:00'],東京都目黒区東山3-15-1,N/A,東京都目黒区東山3-15-1,139.684723,35.65052,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,大南SS / 出光リテール販売(株),['0:00~23:59'],東京都武蔵村山市大南2-44-2,N/A,東京都武蔵村山市大南2-44-2,139.404037,35.741352,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフさくら小金井SS / 出光リテール販売(株),['07:00~22:00'],東京都小金井市貫井南町1-8-18,N/A,東京都小金井市貫井南町1-8-18,139.498001,35.690445,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,セルフ多摩SS / 出光リテール販売(株),['07:00~23:00'],東京都多摩市乞田646,N/A,東京都多摩市乞田646,139.439133,35.631859,['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00'],['07:00~23:00']
ガソリンスタンド,プリテール光が丘SS / (株)吉田商店,['0:00~23:59'],東京都練馬区高松5-17-7,N/A,東京都練馬区高松5-17-7,139.620316,35.76123,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ荻窪SS / 出光リテール販売(株),"['0:00~2:00','3:00~23:59']",東京都杉並区今川4-21-10,N/A,東京都杉並区今川4-21-10,139.597061,35.716824,"['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']","['0:00~2:00','3:00~23:59']"
ガソリンスタンド,セルフ町田森野SS / 出光リテール販売(株),['07:00~22:00'],東京都町田市森野6-4-3,N/A,東京都町田市森野6-4-3,139.427551,35.553581,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,志村SS / 日米石油(株),['0:00~23:59'],東京都板橋区志村1-12-19,N/A,東京都板橋区志村1-12-19,139.696075,35.775002,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,上北沢SS / (株)山藤石油店,['0:00~23:59'],東京都世田谷区上北沢4-23-18,N/A,東京都世田谷区上北沢4-23-18,139.620804,35.670872,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,府中ウェストSS / ユニオン石油(株),['0:00~23:59'],東京都府中市美好町2-3,N/A,東京都府中市美好町2-3,139.466339,35.672985,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,野崎SS / 武蔵石油(株),['0:00~23:59'],東京都三鷹市野崎3-24-10,N/A,東京都三鷹市野崎3-24-10,139.540253,35.68145,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,EneJet多摩SS / (株)札幌タヤス,['0:00~23:59'],東京都町田市小野路町3128-1,N/A,東京都町田市小野路町3128-1,139.441208,35.601997,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,東麻布SS / 中外石油(株),['07:00~20:00'],東京都港区東麻布2-33-7,N/A,東京都港区東麻布2-33-7,139.739319,35.656136,['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00']
ガソリンスタンド,ルート16号横田SS / エネクスフリート(株),['0:00~23:59'],東京都西多摩郡瑞穂町むさし野3-2-1,N/A,東京都西多摩郡瑞穂町むさし野3-2-1,139.342178,35.760265,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,オートイン千ヶ瀬店 / 金桝石油(株),['06:00~23:59'],東京都青梅市千ケ瀬町4-313-2,N/A,東京都青梅市千ケ瀬町4-313-2,139.270828,35.78603,['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59'],['06:00~23:59']
ガソリンスタンド,東神田SS / (有)セイウン,['08:00~19:00'],東京都千代田区東神田1-8-12,N/A,東京都千代田区東神田1-8-12,139.779343,35.694157,['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00'],['08:00~19:00']
ガソリンスタンド,新花畑SS / 河原実業(株),['07:00~21:00'],東京都足立区神明南1-11-10,N/A,東京都足立区神明南1-11-10,139.828079,35.789413,['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00']
ガソリンスタンド,(株)ダイワエナジー,['07:30~19:00'],東京都足立区入谷7-5-3,N/A,東京都足立区入谷7-5-3,139.761948,35.797611,['07:30~19:00'],['07:30~19:00'],['07:30~19:00'],['07:30~19:00'],['07:30~19:00'],['07:30~19:00'],['07:30~19:00']
ガソリンスタンド,セルフ八王子鑓水SS / ミンバイ石油(株),['0:00~23:59'],東京都八王子市鑓水1400,N/A,東京都八王子市鑓水1400,139.345444,35.61488,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,葛西インターSS / 共栄石油(株),['0:00~23:59'],東京都江戸川区南葛西2-4-2,N/A,東京都江戸川区南葛西2-4-2,139.872803,35.655659,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,谷原SS / (株)ENEOSジェネレーションズ,"[['0:00~3:00','4:00~23:59']",東京都練馬区高松6-27-1,N/A,東京都練馬区高松6-27-1,139.620438,35.757538,[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59']
ガソリンスタンド,久留米ニュータウンSS / (株)ENEOSジェネレーションズ,"[['0:00~3:00','4:00~23:59']",東京都小平市大沼町4-50-1,N/A,東京都小平市大沼町4-50-1,139.502396,35.741245,[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59'],[['0:00~3:00','4:00~23:59']
ガソリンスタンド,八王子インターSS / ネクサスエナジー(株),['0:00~23:59'],東京都八王子市左入町697-1,N/A,東京都八王子市左入町697-1,139.334198,35.678513,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,瑞穂バイパスSS / (株)ENEOSジェネレーションズ,['0:00~23:59'],東京都西多摩郡瑞穂町富士山栗原新田253-1,N/A,東京都西多摩郡瑞穂町富士山栗原新田253-1,139.347336,35.784878,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,八王子戸吹SS / (株)ENEOSジェネレーションズ,['0:00~23:59'],東京都八王子市戸吹町1469-1,N/A,東京都八王子市戸吹町1469-1,139.2892,35.707138,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,新宿都庁南公園通りSS / 青木石油商事(株),['07:00~20:00'],東京都新宿区西新宿3-5-1,N/A,東京都新宿区西新宿3-5-1,139.691925,35.686855,['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00']
ガソリンスタンド,Dr.Drive セルフ環七大田店 / 日新石油(株),['0:00~23:59'],東京都大田区南馬込3-37-5,N/A,東京都大田区南馬込3-37-5,139.720078,35.583836,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,足立谷在家SS / 青木石油商事(株),['07:00~20:00'],東京都足立区西新井7-19-15,N/A,東京都足立区西新井7-19-15,139.772797,35.78204,['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00']
ガソリンスタンド,瑞江SS / (株)タジマ,['07:30~20:00'],東京都江戸川区西瑞江3-25-4,N/A,東京都江戸川区西瑞江3-25-4,139.890533,35.686649,['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00'],['07:30~20:00']
ガソリンスタンド,セルフ東京一SS / (有)芦田商店,['07:00~20:00'],東京都江戸川区谷河内2-10-13,N/A,東京都江戸川区谷河内2-10-13,139.900558,35.701973,['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00'],['07:00~20:00']
ガソリンスタンド,日ノ出SS / (有)田中石油店,['07:30~19:00'],東京都西多摩郡日の出町平井2678,N/A,東京都西多摩郡日の出町平井2678,139.256088,35.747704,['07:30~19:00'],['07:30~19:00'],['07:30~19:00'],['07:30~19:00'],['07:30~19:00'],['07:30~19:00'],['07:30~19:00']
ガソリンスタンド,鹿浜SS / (株)エノモト,['08:00~20:00'],東京都足立区鹿浜1-10-14,N/A,東京都足立区鹿浜1-10-14,139.75061,35.778538,['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00'],['08:00~20:00']
ガソリンスタンド,Dr.Drive セルフ西芝浦SS / (株)サントーコー,['0:00~23:59'],東京都港区芝浦3-14-10,N/A,東京都港区芝浦3-14-10,139.747665,35.642529,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,Dr.Drive セルフ芝公園SS / (株)サントーコー,['0:00~23:59'],東京都港区芝公園4-6-13,N/A,東京都港区芝公園4-6-13,139.74556,35.655968,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,あきる野インターSS / 田口石油(株),"[['0:00~2:00','4:00~23:59']",東京都あきる野市油平193-1,N/A,東京都あきる野市油平193-1,139.287933,35.72414,[['0:00~2:00','4:00~23:59'],[['0:00~2:00','4:00~23:59'],[['0:00~2:00','4:00~23:59'],[['0:00~2:00','4:00~23:59'],[['0:00~2:00','4:00~23:59'],[['0:00~2:00','4:00~23:59'],[['0:00~2:00','4:00~23:59']
ガソリンスタンド,板橋センターSS / (株)飯田商店,['07:00~21:00'],東京都板橋区板橋3-9-4,N/A,東京都板橋区板橋3-9-4,139.710037,35.751701,['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00'],['07:00~21:00']
ガソリンスタンド,セルフ谷在家SS / ヤジマ石油(株),['0:00~23:59'],東京都足立区谷在家1-18-8,N/A,東京都足立区谷在家1-18-8,139.770203,35.787251,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ日本橋SS / ヤマヒロ(株),['07:00~22:00'],東京都中央区日本橋小網町18-12,N/A,東京都中央区日本橋小網町18-12,139.779373,35.685001,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,セルフ赤坂SS / ヤマヒロ(株),['0:00~23:59'],東京都港区元赤坂1-1-8,N/A,東京都港区元赤坂1-1-8,139.734344,35.678165,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,白金SS / (株)渡邊油化,['07:00~22:00'],東京都港区高輪3-5-17,N/A,東京都港区高輪3-5-17,139.731461,35.633656,['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00'],['07:00~22:00']
ガソリンスタンド,セルフ目白台SS / ヤマヒロ(株),['0:00~23:59'],東京都文京区目白台2-14-11,N/A,東京都文京区目白台2-14-11,139.723038,35.718777,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ千束SS / 出光リテール販売(株),['0:00~23:59'],東京都台東区千束4-10-8,N/A,東京都台東区千束4-10-8,139.797256,35.724396,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ永代橋SS / ヤマヒロ(株),['0:00~23:59'],東京都江東区永代1-14-30,N/A,東京都江東区永代1-14-30,139.790131,35.675159,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
ガソリンスタンド,セルフ有明SS / 昭和礦油(株),['0:00~23:59'],東京都江東区有明1-2-18,N/A,東京都江東区有明1-2-18,139.79451,35.640404,['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59'],['0:00~23:59']
